agent,annualized_return,annualized_volatility,capital_preservation_rate_95pct_hwm,drawdown_floor,fast_window,final_portfolio_value,max_drawdown,meets_95pct_preservation_goal,seed,sharpe_ratio,slow_window,ticker,var_95,var_95_violation_rate
stop_loss_5pct,0.08647651335648832,0.13186952185873493,0.9991265440351429,0.05,20,1390211.270203321,0.34440346923063725,True,-1,0.6289535495183379,50,RY,-0.013606998153262495,0.04995004995004995
stop_loss_10pct,0.08072492431881247,0.13832862377249178,0.9991265440351429,0.1,20,1361206.8869841318,0.3760735802686255,True,-1,0.5612139481949487,50,RY,-0.01416855222390545,0.04995004995004995
stop_loss_5pct,0.5385778874517436,0.5948546218386633,0.879195630874812,0.05,20,5537072.145837827,0.5027197500099649,False,-1,0.7243087794532181,50,RYTM,-0.04591309686088785,0.04995004995004995
stop_loss_10pct,0.61065127667752,0.6427794606727347,0.9076687607825519,0.1,20,6641345.017975864,0.49531362974521,False,-1,0.7415272707425465,50,RYTM,-0.05276805910441951,0.04995004995004995
stop_loss_5pct,0.12925762676387037,0.20810807139885398,0.7382919930648798,0.05,20,1620711.285966855,0.2617080069351202,False,-1,0.5841212972542438,50,SAP,-0.02036422627215906,0.04995004995004995
stop_loss_10pct,0.08843494967821494,0.21457465991916805,0.7141400113012794,0.1,20,1400192.1002993828,0.3160673215142248,False,-1,0.39492443241660957,50,SAP,-0.02036422627215906,0.04995004995004995
stop_loss_5pct,0.04926411317987401,0.12799707412870817,0.9893040151992504,0.05,20,1210484.2520860864,0.26885066155371484,True,-1,0.37570401166309975,50,SCHB,-0.014567856374176458,0.04995004995004995
stop_loss_10pct,0.031719911090412715,0.12811117288349042,0.9947328747192665,0.1,20,1132062.8302677628,0.286156749744387,True,-1,0.2437506959261286,50,SCHB,-0.014607109979671407,0.04995004995004995
stop_loss_5pct,0.021185712507406525,0.11406528387606661,0.9937237432188009,0.05,20,1086840.9928733879,0.19493947375397414,True,-1,0.18379287293115532,50,SCHD,-0.011578063579316122,0.04995004995004995
stop_loss_10pct,-0.0196875967280391,0.12992778196407814,0.9113118672343986,0.1,20,924055.0933192028,0.24303602104645727,False,-1,-0.1530385162670416,50,SCHD,-0.01342984889790877,0.04995004995004995
stop_loss_5pct,0.05501536206008948,0.12119950472300225,0.999587016856204,0.05,20,1237055.1351287435,0.19176601788094005,True,-1,0.44187687064427017,50,SCHF,-0.012932592054824,0.04995004995004995
stop_loss_10pct,0.036323745368122405,0.13785395287020347,0.9995870168562039,0.1,20,1152262.340482978,0.2823180374359866,True,-1,0.25882137378232184,50,SCHF,-0.013971610752465224,0.04995004995004995
stop_loss_5pct,0.091456550038484,0.16907212704469726,0.9873030042056332,0.05,20,1415696.2158939792,0.3087938907328629,True,-1,0.5176075324099912,50,SCHG,-0.018851533409842247,0.04995004995004995
stop_loss_10pct,0.01364966049477235,0.17042982165001788,0.9769068616926391,0.1,20,1055329.2242350033,0.43762161356606744,True,-1,0.07954787630200792,50,SCHG,-0.01936252351356238,0.04995004995004995
stop_loss_5pct,0.04514418394150566,0.1264475468350186,0.9893874666543978,0.05,20,1191714.3256291302,0.2617417376195842,True,-1,0.34919456039289654,50,SCHK,-0.014553412373363273,0.04995004995004995
stop_loss_10pct,0.03159268507916523,0.12733154034071417,0.9951835884793508,0.1,20,1131508.4106640122,0.28890344276984825,True,-1,0.24427463367923735,50,SCHK,-0.014615045070094368,0.04995004995004995
stop_loss_5pct,0.015715659971958215,0.11523466460447679,0.9794374440781025,0.05,20,1063899.1894725338,0.20790470490990265,True,-1,0.1353188845347686,50,SCHV,-0.011206478313381396,0.04995004995004995
stop_loss_10pct,0.009864517846165505,0.1253541193731922,0.9750854687438171,0.1,20,1039762.2203555946,0.19117863888989495,True,-1,0.0783075077809569,50,SCHV,-0.012931304197220328,0.04995004995004995
stop_loss_5pct,0.03514412582524916,0.22084062239473973,0.8889069862590204,0.05,20,1147061.2226845294,0.24753827925031824,False,-1,0.15640530181730902,50,SCHW,-0.021050782579180805,0.04995004995004995
stop_loss_10pct,0.06507254369034399,0.2453494215986426,0.9868485893178343,0.1,20,1284565.4114059375,0.3300650090098274,True,-1,0.25695137890367636,50,SCHW,-0.022153854486875346,0.04995004995004995
