arm,ticker,final_portfolio_value,sharpe_ratio,max_drawdown,capital_preservation_rate_95pct_hwm
B,BRK-B,1600717.3480136958,0.7192551322470269,0.2136658052818849,0.9282248501978265
B,C,2227245.66905388,0.7520821458037942,0.313431013428372,0.9722742589434397
B,CAT,2973061.073391498,1.0152535889499226,0.33804405981817065,0.92512754586522
B,COPX,2116938.0998177016,0.6116192610009232,0.39582379886925717,0.9639493140573328
B,COST,1766692.3552200107,0.6964013268159854,0.20710776466475517,0.8095266085689942
B,CRM,958785.2414022374,-0.3435309626120291,0.1169670339796805,0.9447542830144298
B,DIA,1371759.8998005216,0.7053508255189631,0.14245053641389238,0.9952486992959755
B,EEMX,1240549.653158131,0.4270108493910303,0.17469690271644311,0.988253466039064
B,GLD,2315781.464340541,1.3771792296295617,0.18024314405192882,0.956471698554773
B,GOOGL,2495445.675774061,0.7825283495736326,0.3314371950420879,0.9701837490930147
B,GS,2828965.8873612643,1.0307679084793593,0.3087330108062774,0.9793095498780151
B,HSBC,2852249.444253112,1.2298329913759913,0.2191462056516807,0.9860504779095312
B,IAU,2324456.706805122,1.4006529243930625,0.17411320466609204,0.9562925253504365
B,IBB,1246936.671629022,0.34223350146009046,0.19794564650134183,0.9834015224108266
B,IBM,2327670.3161566863,1.0815215424382871,0.17494019019359242,0.973699534365777
B,IJR,1148468.624234616,0.22567855756222885,0.18549183496987875,0.9872561845057467
B,JNJ,1341029.8465416138,0.4668068762858359,0.16955990249166197,0.9691605195971598
B,JPM,2486952.9207493314,1.0438440475280495,0.24500479289217408,0.9835357128877864
B,LLY,4040425.320369092,1.1820129545983091,0.3404933562032539,0.9719796996725566
B,MA,1614046.698614428,0.5918273757000752,0.19827241129495526,0.9661129300556897
B,MCD,1052106.3344740404,0.19852923922813825,0.10982634632754101,0.9737288828315199
B,META,2792186.0745108854,0.6417234739570465,0.5574986422215621,0.8358745578590274
B,MSFT,1581469.5840935374,0.5143190742454398,0.22989215193705703,0.9064521827639387
B,NFLX,2185852.745721289,0.6317801899884419,0.3789907250300183,0.717948973269156
B,NVDA,7928846.773312813,1.127564984591057,0.44098404222495446,0.9092478510704537
B,ORCL,2548539.147324528,0.637052605083233,0.44716563473282184,0.6036637883809938
B,PGR,2042515.089723348,0.7869151343419323,0.2969723922177639,0.7874533655016338
B,PLTR,14921137.912611194,1.1620256344713928,0.420493653035863,0.8905997581461254
B,PPLT,2046159.0098203346,0.668724652428206,0.23604377245187974,0.8757157087680444
B,QCOM,1109331.1115970453,0.10646058169773782,0.29930190089015174,0.8477597858951984
B,QQQ,1632281.048935664,0.7219742200653273,0.21003883657209615,0.9813084036440122
