agent,ticker,fold_id,metric,n,mean,std,median,q25,q75,min,max
ppo_standalone,SCHV,test_legacy,annualized_return,10,-7.952245249767998e-05,0.00028600510501019936,5.21465444260907e-05,2.1481644066951756e-05,6.16849306829508e-05,-0.0007680819983420658,6.218566440176019e-05
ppo_standalone,SCHV,test_legacy,annualized_volatility,10,0.003729854671762807,0.00055478261064109,0.003460065507076399,0.0034584671741325615,0.003499112569662474,0.0034584671741325615,0.004904891570141353
ppo_standalone,SCHV,test_legacy,sharpe_ratio,10,-0.013663196193843805,0.06247652715640605,0.015018593880637008,0.0061761959177110935,0.017834547501429595,-0.16536062361087941,0.01796946603745417
ppo_standalone,SCHV,test_legacy,max_drawdown,10,0.0059313450479624,0.0004649394729023937,0.005710821274080513,0.005710821274080513,0.005710821274080513,0.005710821274080513,0.00682546152611474
ppo_standalone,SCHV,test_legacy,var_95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ppo_standalone,SCHV,test_legacy,var_95_violation_rate,10,0.004591836734693878,0.0008671801893865278,0.004081632653061225,0.004081632653061225,0.004846938775510204,0.004081632653061225,0.006122448979591836
ppo_standalone,SCHV,test_legacy,capital_preservation_rate_95pct_hwm,10,0.9958154137830977,0.001180384535350446,0.9963728607982425,0.9962540523814833,0.9964098180512638,0.9931985812391348,0.9964117582396286
ppo_standalone,SCHW,test_legacy,final_portfolio_value,10,1006494.753551232,5925.756272222008,1007211.5841171506,1001623.1557595184,1012151.0548293327,997049.4665827905,1012235.8476025423
ppo_standalone,SCHW,test_legacy,annualized_return,10,0.0016630773271678625,0.001517734136805974,0.0018491861673858708,0.0004167310324162696,0.003110553310527829,-0.0007595414993037111,0.0031321622109684224
ppo_standalone,SCHW,test_legacy,annualized_volatility,10,0.008460095865449949,0.0015920061585276226,0.007525516068809171,0.007161015470548087,0.009855504946625014,0.007107945189385423,0.011141326779440495
ppo_standalone,SCHW,test_legacy,sharpe_ratio,10,0.2266655874619697,0.2097897337920901,0.24827189056005922,0.03802555214646969,0.4347089996211144,-0.07900093066551593,0.438387482956895
ppo_standalone,SCHW,test_legacy,max_drawdown,10,0.011618047007307074,0.006092761844760835,0.008025050759151942,0.006495986849397006,0.017241159106975656,0.006495986849397006,0.020095985032131503
ppo_standalone,SCHW,test_legacy,var_95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
